"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"82 Buttercup Ln U:82","Grafton, MA : South Grafton","01560","1257",2,"2f 1h",555000.00,"11/18/2022",2075,,2970792.00,2006,"CC",,,,12,525000.00,267.47,,,"Desirable northeast facing Sussex model end-unit boasting ample upgrades throughout. Main level primary suite with walk-in closet, as well as beautifully finished full bathroom with double sink vanity, jacuzzi tub, shower, and separate water closet. Elegant dining room with extensive moulding opens up to the cathedral ceilings of the living room. Head outside through the french doors to enjoy the back deck with back common courtyard lawn area. Fantastic kitchen with granite countertops & stainless steel appliances. A laundry room, powder room, and office with built-in bookshelves complete the first floor. The second floor offers a flexible floor plan with bedroom, full bathroom & large sitting room which offers endless possibilities. Finished lower level with lovely daylight windows, and plenty of storage space. Don't let this gem at Hilltop Farms pass you by!","Please send any/all offers in 1 PDF to paul.neavyn@mnsir.com. No personal Buyer letters. Seller reserves the right to accept an offer at any time.",,"H95120","H95120","CN216902","CN237644","Worcester","AN0394","Buttercup Ln",82,1,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Frame","SLD",11/19/2022 9:46:00 AM,"Pending P&S",7245.00,"2022",,,,429200,,,,10/5/2022 4:58:00 PM,,,"Cable Available, French Doors, Internet Available - Broadband",,,"10/05/2022","10/17/2022","10/08/2022","10/21/2022"
"16 Milford Rd U:10","Grafton, MA : South Grafton","01560",,3,"1f 1h",269000.00,"12/05/2022",1429,,,1989,"CC",,,,6,279900.00,188.24,,,"Large, bright, and open townhouse with two deeded/assigned parking spaces, sprinkler system, 3 bedrooms, 1.5 bathrooms in a quiet South Grafton location.  Double closets in main bedroom, spacious full basement with storage, private rear deck, and ceiling fans throughout.  Plenty of guest parking, easy access to major highways: MA turnpike, Routes 146 and 495, close to train station, schools, and local shopping.","Deeded as two bedrooms, 3rd bedroom accessed by stairs from 2nd bedroom.  Go and Show with combo box, schedule with ShowingTime or text Bruce 774-462-2972, email: bbisbee@erakey.com.  Offers are being evaluated as they are received.",,"K01275","BB1175","CN234552","CN244893","Worcester","K95310","Milford Rd",16,1,"Central Air",,,,,"Forced Air, Electric",0,2,,2,0,0,,,,"SLD",12/8/2022 9:23:00 AM,,3465.00,"2022",,,,205300,,,,9/29/2022 7:18:00 AM,,,"Cable Available, Internet Available - Broadband",,,"09/29/2022","10/05/2022","10/05/2022",
"130 Old Ferry Road U:G","Haverhill, MA : Riverside","01830","4373",2,"1f 1h",220000.00,"11/30/2022",1020,,,1978,"CC",,,,32,229000.00,215.69,,,"HIGHEST, BEST & Final Offers due no later than Sunday, October 30th, 2022 by 5pm EST. What an opportunity to create your perfect living space! This condo is in need of rehab and does not qualify for all types of financing but has loads of potential. Great opportunity to make it your own with a little bit of vision. The main level has an open floor plan with spacious living room and kitchen. There is a utility room and half bathroom that needs a complete rehab. Missing fixtures. The second floor level has a large main bedroom with huge closet, ample sized second bedroom and full bath. There is a walk up attic for storage. The spacious backyard is fenced. Pre-approval letter or proof of funds is requested with all offers. Agents are asked to please review all disclosures, remarks and showing instructions provided.","Buyer responsible for smoke/co install and/or certifications at buyer's sole expense, Buyer agent to coordinate/order any final water/sewer readings & inspections required for closing. Sold as-is. All information is deemed reliable but not guaranteed and should be verified by buyer/buyer's agent.",,"AN4874","AN6527","TM339280","FR800034","Essex","AN1619","Old Ferry Road",130,1,"Wall AC",,,,,"Electric Baseboard, Electric",0,1,,1,0,0,,,"Frame","SLD",12/2/2022 10:29:00 AM,"Pending P&S",2493.12,"2022",,,,196000,,,,10/25/2022 4:16:00 PM,,,"Cable Available",,,"10/13/2022","11/13/2022","10/28/2022","11/13/2022"
"9 PARK AVE U:402","Hull, MA : Nantasket Beach","02045",,3,"2f 0h",375000.00,"11/17/2022",1956,,,1988,"CC",,,,67,375000.00,191.72,,,"Here is your chance to live at Horizons at Paragon Park Condominiums!  Welcome to 9 Park Avenue, Unit 402, Hull! Have you ever dreamed of waking up to dramatic ocean views? Watch the sunsets over the bay, see the Boston Skyline, walk out the front door of the building and you are at Nantasket beach.This 4th floor with 2 balconies Large combination living/dining room with lots of windows JUST beautiful!!! this 3  Bedroom unit has it all. . Master bedroom suite has its own bathroom with a walk in shower, 2 sinks and a walk in closet! Washer & dryer hook ups in unit. Complex amenities include pool, work out room and club room. close by is shopping, restaurants, commuter train and boat to Boston. Don't miss out!. Now is the time to buy -This affordable HUGE condo won't last! DO NOT DELAY SHOW & SELL TODAY!!","Any party interested in purchasing this property is advised to conduct their own investigation of the property through personal/professional inspection The Property is being sold and purchased in “AS IS” “AS SEEN” “AS SHOWN” condition without any “representations and warranties” expressed or implied",,"AN4691","AN4691","TM325586","BB902688","Plymouth","BB5099","PARK AVE",9,0,"None",,,,,"Other (See Remarks)",0,0,,0,0,0,,,"Frame","SLD",11/17/2022 11:11:00 AM,"Pending P&S",5353.00,"2022",,,,426900,,,,8/18/2022 4:47:00 PM,,,,,,"08/18/2022","11/02/2022","10/23/2022","11/07/2022"
"14 Fernwood Dr U:A","Leominster, MA : North Leominster","01453",,2,"1f 1h",265500.00,"11/15/2022",1184,,,1985,"CC",,,,7,265000.00,224.24,,,"Offer deadline is Monday at 5PM.  Welcome to Fox Meadow! This vibrant community has been completely updated in the past five years has flourished into one of Leominster's most wanted condo complexes. This END unit gives you natural light throughout the home and views of the beautifully landscaped complex. As you walk in the home, you are stepping into a nice sized living room and dining room. Beyond that is the kitchen, completely remodeled in 2018. In the kitchen, you have access to your private deck and semi-private side yard. The two bedrooms upstairs have ample space and large closets. The full bathroom was also completely renovated in 2018 and is equipped with a beautiful vanity and extra large shower. The finished basement gives you an extra ~450+ square feet of living space that’s great for a home office, play room for kids, etc. Behind the finished part of the basement, is a large room that is equipped with a W/D and utilities, and has plenty of extra storage space.","Offer deadline is Monday at 5PM. Buyer and buyer agent to do their due diligence.",,"AN5320","AN2314","CN243109","CN243109","Worcester","AN5320","Fernwood Dr",14,1,"None",,,,,"Central Heat, Forced Air",0,2,,2,0,0,,,"Frame","SLD",11/15/2022 3:44:00 PM,,2809.00,"2022",,,,169600,,,,9/22/2022 2:15:00 PM,,,,,,"09/22/2022","09/29/2022","09/29/2022",
"144 West St U:22","Leominster, MA : West Leominster","01453",,2,"1f 0h",201000.00,"11/18/2022",839,,,1968,"CC",,,,18,189900.00,239.57,,,"OPEN HOUSE CANCELLED - seller has accepted an offer. Top Floor 2 Bedroom, 1 Bath Condo. Unit has been updated and kept pristine. Located in the desired West Side of Leominster at the Villa Del Rio Complex. This back corner condo has water views of Rockwell Pond. The main entry leads into an open concept living/dining room with updates that include new kitchen, new stainless steel appliances, elegant backsplash, new electrical panel, new bath, great size rooms and large closets. Included with the unit is 1 deeded parking space + guest parking. Low Monthly Maintenance (see everything included in association fee list), common laundry in the building, and an extra storage locker. Turn key property ready to move in. Perfect place to start or downsize and start building equity. All appliances to remain. Easy access to Rt 2, I-190, Rt 13, Rt 12, Rt 117 and a short distance to the commuter rail, downtown Leominster, and grocery stores. Regulations allow pets, please see docs.","Seller and listing agent make no representations. All information provided could be subject to errors. Please verify necessary information. Seller reserves the right to accept an offer at any time. Make offers good for 24 hours. Subject to seller finding suitable housing (property identified)",,"AN3365","AN9109","CN216117","TM350354","Worcester","AN4624","West St",144,0,"Wall AC",,,,,"Electric",0,1,,1,0,0,,,"Brick","SLD",11/18/2022 4:01:00 PM,"Pending P&S",2327.00,"2022",,,,140500,,,,10/3/2022 6:13:00 PM,,,"Cable Available, Intercom",,,"10/03/2022","10/20/2022","10/06/2022","10/20/2022"
"95 Clifton Street U:103","Malden, MA : Middlesex Fells","02148",,1,"1f 0h",314000.00,"11/18/2022",613,,,1973,"CC",,,,30,319900.00,512.23,,,"Beautiful, move-in ready condo! Close to Oak Grove T-Station, thriving Malden center and picturesque Middlesex Fells Reservation.This unit features one large bedroom, a full bathroom, heat and hot water included, in a fantastic location. Enjoy an updated kitchen with stainless steel appliances, granite countertops, recessed lighting, and generous closet space in a wide open floor plan with oak hardwood floors that offer a relaxing living area. Off-street parking space included. Laundry facility in the building. This unit is move-in ready and prepared for you to make it your home. Come see it today!","",,"B92101","B92101","BB302515","CN205189","Middlesex","AN4893","Clifton Street",95,0,"Wall AC",,,,,"Hot Water Baseboard, Gas",0,1,,1,0,0,,,,"SLD",11/19/2022 8:15:00 AM,"Pending P&S",3720.00,"2021",,,,26800,,,,9/19/2022 11:41:00 AM,,,,,,"09/19/2022","10/18/2022","09/30/2022","10/18/2022"
"70 Simons Rd. U:A","Mashpee, MA : South Mashpee","02649",,2,"2f 1h",1340000.00,"11/30/2022",2082,,,2014,"CC",,,,30,1395000.00,643.61,,,"Don't miss out seeing this rarely available, first floor unit with beautiful outdoor living space in the Willowbend Village !. These homes originally sold as soon as they cam eon the market. Enjoy the breathtaking, western exposure views of the golf course and cranberry bogs from your private screened in porch and oversized, fieldstone patio.,. A unglue and picturesque setting hard to duplicate! This lovely home features expansive , bright and open living/dining and kitchen space, finished with crown moldings and wainscoting throughout, 2 generous size bedrooms, an office or den w/ French doors providing privacy, gleaming hardwood floors, gas fireplace, 8' doors, and W/D in the unit. Top of the line appliances, marble baths and high end fixtures throughout.. Walking distance to the Club, golf shop, restaurants, pool and fitness ! If you would rather ride take your private GOLF CART, INCLUDED in the sale! This unit also includes the outdoor patio furniture and one car GARAGE !. This hom","",,"AN1704","AN1704","TM336344","TM336344","Barnstable","AN1704","Simons Rd.",70,1,"Central Air, Individual, Unit Control",,,,,"Central Heat, Forced Air, Gas, Unit Control",1,2,,1,0,0,,,"Frame, Stone/Concrete","SLD",12/1/2022 3:22:00 PM,,7200.00,"2022",,,,812200,,,,9/6/2022 4:07:00 PM,,,"Cable Available, French Doors",,,"09/06/2022","10/06/2022","10/06/2022",
"40 Woodbine Rd U:1","Medford, MA : Tufts University","02155",,2,"1f 0h",560000.00,"11/28/2022",900,,,1880,"CC",,,,4,550000.00,622.22,,,"SUNDAY OH CANCELLED - OFFER ACCEPTED. Beautiful two bedroom condo in the highly desirable Tufts area, located a stones throw from the new MBTA Green Line station. This freshly painted Craftsman style home boasts 9 foot ceilings, in-unit laundry, a large dining room with classic built-in china cabinet, and an expansive kitchen with maple cabinets, granite countertops and stainless steel appliances.  The unit is light-filled with hardwood floors and an easy layout.  Updates include ductless mini splits, interior and exterior paint, and a newer hot water heater. Entertain guests on your two exclusive use, covered front porches, framed by graceful architectural columns.  Enjoy BBQs and green-space in the common backyard patio area complemented by mature plantings and thoughtful hardscaping.  Deeded exclusive basement storage area.  Only steps to Tufts University, MBTA Green Line station, the 96 bus to Harvard, AND 1 mile to Davis Square and Medford Square - Don't miss this one!","Contact list agent for showings. Please send offers in a single pdf to grayowlre@gmail.com",,"AN4691","AN4691","TM325586","CN232672","Middlesex","AN5853","Woodbine Rd",40,0,"Ductless Mini-Split System",,,,,"Steam, Heat Pump, Gas, Electric, Ductless Mini-Split System",0,0,,0,0,0,,,"Frame","SLD",11/28/2022 11:38:00 AM,,3338.00,"2022",,,,370500,,,,10/18/2022 7:34:00 PM,,,"Cable Available, Internet Available - Fiber-Optic",,,"10/18/2022","10/22/2022","10/22/2022",
"12 Ninth St U:307","Medford, MA : Wellington","02155",,2,"2f 0h",540000.00,"12/09/2022",1178,,1.00,1984,"CC",,,,11,565000.00,458.40,,,"Bright & Sunny, this East facing corner unit has a huge kitchen w/that much desired South facing kitchen window. Updated HVAC (2013). Replacement windows, replacement electric panel. Screened & tiled balcony w/ removable plexiglass windows overlooking the picturesque courtyard. Deeded parking space #33 right outside side door. Lg basement storage area & lots of xtra parking. Easy walk to Orange Line Train, Mystic River Reservation & Marina,Station Landing & the ever expanding Assembly Row w/all the shops, bars, restaurants & entertainment it offers. Common area has new elevators, freshly painted halls w/new carpets, fully equipped gym, two tennis courts, outdoor pool w/spa & new gas grills, updated state-­of­-the­-art billiards/media room, updated club room & common area Roof Top deck w/Boston skyline views.The Wellington has a ""Street Smart"" Walk Score of 84. Large Capital Reserve Account w/lg monthly deposits.","See Wellington 2021 Budget, Handbook, Master Deed & Trust attached here in MLS. Offers should be emailed to David.Hayes@nemoves.com. Due to logistics meeting with Sellers, PLEASE ALLOW 24 HOURS ON ALL OFFERS",,"AC0342","AC0342","CT007048","B9500523","Middlesex","AN6244","Ninth St",12,0,"Central Air, Heat Pump",,,,,"Forced Air, Heat Pump, Electric",0,3,,3,0,0,,,"Brick, Block","SLD",12/13/2022 12:09:00 PM,,4637.00,"2022",,,,514600,,,,10/12/2022 1:45:00 PM,,,,,,"10/12/2022","10/23/2022","10/23/2022",
"3920 Mystic Valley Pkwy U:811","Medford, MA : Wellington","02155",,2,"2f 0h",560000.00,"11/15/2022",1206,,1.00,1988,"CC",,,,2,585000.00,464.34,,,"This 8th floor 2 bedroom 2 bath double balcony unit is a must see!  Very well maintained. Move right in! Beautiful hardwood floors throughout. Open floor plan living room/dining room combo with recessed lighting, and slider to balcony.  Updated kitchen with granite counter tops and stainless steel appliances. Main bedroom has enclosed slider to balcony, hardwood floors and a full bath with double vanity with  tub and shower. Plenty of closet and storage space throughout unit.  This unit includes 1 car deeded garage parking space.  Enjoy all the amenities our building has to offer, indoor heated swimming pool, saunas, racquetball,  exercise room and club room right out of a magazine. Building is adjacent to Wegmans shopping center also enjoy all the shops and restaurants of Station Landing and the vibrant Assembly Row. Minutes to routes 16,28, 38, 93 and 99 and the Wellington T MBTA. Come live the good life at Mystic River Park!","",,"NB4184","NB4184","CN235331","BB981066","Middlesex","B92101","Mystic Valley Pkwy",3920,0,"Central Air, Heat Pump, Individual, Unit Control",,,,,"Forced Air, Heat Pump, Electric, Unit Control",1,1,,0,0,0,,,"Brick","SLD",11/15/2022 12:46:00 PM,,4993.00,"2022",,,,554200,,,,9/12/2022 10:34:00 AM,,,"Cable Available, Intercom",,,"09/12/2022","09/14/2022","09/14/2022",
"2 Holton St U:B","Medford, MA : West Medford","02155",,3,"2f 0h",670000.00,"12/01/2022",1574,,,1910,"CC",,,,29,699900.00,425.67,,,"Perfectly situated on corner lot in a tree lined West Medford neighborhood, this charming three-bedroom, two full bath property has it all. Spacious two-level 1,574 SF unit boasts hardwood floors, large windows to let the natural light shine in, an inviting kitchen island, stainless steel appliances, and an open concept kitchen/dining room floor plan. High ceilings, tasteful cabinetry, optional home office space, ample basement storage, off-street parking for three cars, in unit washer & dryer, and a generous primary bedroom with double closets all add to the appeal. A four-minute walk to the shops & restaurants of West Medford Square and the Commuter Rail Station. Easy commute to Downtown Boston and close to Arlington, Winchester, Somerville & Cambridge. Quick access to the Mystic River and Routes 93, 60, 38 and 2.","Please submit offers in one PDF to chuck.andre@remax.net",,"BB5474","BB3298","TM008732","CT000306","Middlesex","AC2354","Holton St",2,0,"Central Air",,,,,"Steam, Gas",0,3,,3,0,0,,,"Frame","SLD",12/1/2022 3:20:00 PM,"Pending P&S",5773.00,"2022",,,,640700,,,,10/20/2022 12:55:00 PM,,,"Cable Available",,,"10/20/2022","11/18/2022","11/09/2022","11/22/2022"
"28-30 Tappan St U:5","Melrose, MA : Wyoming","02176",,1,"1f 0h",292500.00,"11/29/2022",550,,,1900,"CC",,,,18,299000.00,531.82,,,"This is the one you've been waiting for, the most adorable and picture perfect starter condo in the heart of Melrose!!! This beautifully updated top floor 1bed/1bath features a spacious eat-in kitchen with granite countertops, tile backsplash, stainless steel appliances and updated cabinetry, bright and airy bedroom with two double closets for plenty of storage, and a modern bathroom. Central AC and sparkling hardwood floors throughout, plus shared laundry in the basement, extra storage space and 1 assigned off-street parking space. Pet friendly (cats, dogs with approval), and heat & hot water included in the condo fee!!!! Best of all, find this all in the middle of highly desirable Melrose neighborhood minutes to town center and its many great restaurants, shops, the commuter rail, Oak Grove (Orange Line) T, Rt 93, the Fells, Conant Playground & more. Must see!","Please email any offers to melanie@fleetandco.com / cc abby@fleetandco.com",,"AC1259","AC1259","TM348436","TM347189","Middlesex","BB5962","Tappan St",28,0,"Central Air, Common",,,,,"Forced Air, Gas, Common",0,1,,1,0,0,,,"Frame","SLD",11/29/2022 1:26:00 PM,"Pending P&S",2564.00,"2022",,,,242600,,,,10/13/2022 1:36:00 PM,,,"Cable Available, Internet Available - Broadband",,,"10/13/2022","10/31/2022","10/25/2022","11/07/2022"
"66 Park Hill Ave U:24","Millbury, MA : Park Hill","01527",,2,"2f 0h",523020.90,"11/11/2022",1850,,,2022,"CC",,,,17,514900.00,282.71,,,"New Construction!!! First floor living. To be built !! Eastland's newest style, the "" Chase"" - Spacious, open concept floor plan with expanded kitchen with, granite counter tops and SS appliances. Custom designer selections available to make it your own ""home"" Easy commuting access to major routes, shops, and restaurants. No age restrictions. Hurry, reserve today as these units are in high demand!","",,"AN6228","AN6181","CN205119","CN226483","Worcester","AN4053","Park Hill Ave",66,0,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Conventional (2x4-2x6)","SLD",11/12/2022 2:59:00 PM,"Financing",0.00,"00",,,,0,,,,4/1/2022 2:43:00 PM,,,,,,"04/01/2022","04/17/2022","04/01/2022","04/17/2022"
"66 Park Hill Ave U:28","Millbury, MA : Park Hill","01527",,2,"2f 0h",549584.54,"11/15/2022",1921,,,2022,"CC",,,,40,524900.00,286.09,,,"New Construction!!! First floor living. To be built !! Eastland's newest style, the "" Murray"" - Spacious, open concept floor plan with expanded kitchen with, granite counter tops and SS appliances. Custom designer selections available to make it your own ""home"" Easy commuting access to major routes, shops, and restaurants. No age restrictions. Hurry, reserve today as these units are in high demand!","",,"AN6224","AN6181","BB807001","CN226483","Worcester","AN4053","Park Hill Ave",66,0,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Conventional (2x4-2x6)","SLD",11/16/2022 1:36:00 PM,"Financing",0.00,"00",,,,0,,,,4/8/2022 12:16:00 PM,,,,,,"04/08/2022","05/17/2022","05/03/2022","05/17/2022"
"66 Park Hill Ave U:26","Millbury, MA : Park Hill","01527",,2,"2f 0h",582568.35,"11/11/2022",1921,,,2022,"CC",,,,95,539900.00,303.26,,,"New Construction!!! First floor living. To be built !! Eastland's newest style, the "" Murray"" - Spacious, open concept floor plan with expanded kitchen with, granite counter tops and SS appliances. Custom designer selections available to make it your own ""home"" Easy commuting access to major routes, shops, and restaurants. No age restrictions. Hurry, reserve today as these units are in high demand!","",,"AN7441","AN4866","TM350375","CN226483","Worcester","AN4053","Park Hill Ave",66,0,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Conventional (2x4-2x6)","SLD",11/12/2022 2:58:00 PM,,0.00,"00",,,,0,,,,4/8/2022 12:16:00 PM,,,,,,"04/08/2022","07/10/2022","07/10/2022",
"66 Park Hill Ave U:32","Millbury, MA : Park Hill","01527",,2,"2f 0h",614801.40,"12/08/2022",1921,,,2022,"CC",,,,49,519900.00,320.04,,,"New Construction!!! First floor living. To be built !! Eastland's newest style, the "" Murray"" - Spacious, open concept floor plan with expanded kitchen with, granite counter tops and SS appliances. Custom designer selections available to make it your own ""home"" Easy commuting access to major routes, shops, and restaurants. No age restrictions. Hurry, reserve today as these units are in high demand!","",,"A14009","A14050","CN237861","CN226483","Worcester","AN4053","Park Hill Ave",66,0,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Conventional (2x4-2x6)","SLD",12/9/2022 12:59:00 PM,"Pending P&S",0.00,"00",,,,0,,,,4/22/2022 1:53:00 PM,,,,,,"04/22/2022","12/08/2022","05/25/2022","06/09/2022"
"66 Park Hill Ave U:30","Millbury, MA : Park Hill","01527",,2,"2f 0h",536107.17,"12/08/2022",1850,,,2022,"CC",,,,15,509900.00,289.79,,,"New Construction!!! First floor living. To be built !! Eastland's newest style, the "" Chase"" - Spacious, open concept floor plan with expanded kitchen with, granite counter tops and SS appliances. Custom designer selections available to make it your own ""home"" Easy commuting access to major routes, shops, and restaurants. No age restrictions. Hurry, reserve today as these units are in high demand !","",,"AN2298","AN7956","CN217681","CN226483","Worcester","AN4053","Park Hill Ave",66,0,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Conventional (2x4-2x6)","SLD",12/9/2022 12:57:00 PM,"Financing",0.00,"00",,,,0,,,,4/22/2022 1:44:00 PM,,,,,,"04/22/2022","12/08/2022","04/22/2022","05/06/2022"
"90 Horne Way U:90","Millbury, MA : West Millbury","01527",,2,"2f 1h",449900.00,"12/06/2022",2542,,,2003,"CC",,,,61,449900.00,176.99,,,"Welcome to Brierly Pond Village, a 55+ Active Adult community in Historic Millbury. Enjoy our 4~ seasons with no maintenance worries. This desirable unit offers a private wooded view location, plus an open floor plan for limitless possibilities for furniture and décor; a large kitchen w/new appliances, a formal dining room with French Doors, option to be a den / office and the fireplaced living room w/ sliders to the deck for that peaceful backyard.The hardwood staircase leads to the 2 Master suites on each end of a balcony/hallway, a great design for those overnight guests! A fully finished basement with plenty of storage space that is becoming a rarity in new construction. So, now you can live a maintenance-free lifestyle you have desired, with a quick highway access to all major routes, and 3 major cities; 7 mins to Worcester, Woo Sox!, 60 mins to Boston and 35 mins to Providence. Enjoy this new world in Millbury, the gateway to Central Mass. Includes a one year AHS Home Warranty !","Call / Text  / Email : Mary Ann:  508-942-7431 for showings ... 2-3 hours notice, please.  Please email Offers to:  mashaw12@verizon.net .Outdoor Shed under deck remains, and 2 extra unattached  Pantry Cabinets will remain.",,"AN3365","AN9109","K0003236","BB910308","Worcester","K95528","Horne Way",90,1,"Central Air",,,,,"Forced Air, Electric Baseboard, Gas, Electric",2,8,,6,0,0,,,"Frame, Stone/Concrete","SLD",12/6/2022 3:44:00 PM,,4892.00,"2022",,,,326100,,,,8/24/2022 9:20:00 PM,,,"Central Vacuum, Cable Available, French Doors, Internet Available - Fiber-Optic",,10/9/2022 11:49:20 PM,"08/24/2022","11/02/2022","11/02/2022",
"210 Hillside Ave U:32","Needham, MA : Needham Heights","02494","1301",2,"1f 0h",365000.00,"11/18/2022",740,,,1968,"CC",,,,41,374900.00,493.24,,,"Welcome to Needham Heights! Light filled 2 bedroom corner unit on the 3rd floor of the Hillside Garden Condominium complex. Gorgeous lush green front garden adorned with rose bushes. Enter the secure building to walk up to unit 32. This unit has hardwood flooring throughout. Living room opens to a retro style kitchen complete with checkerboard floor, dining nook and new appliances. Both bedrooms boast a double door full size closet. Ample linen closet in the hallway. Full bathroom with dark tile floor and tile surround tub/shower combo plus a new updated vanity. Additional features are in building laundry room, extra storage area and a designated parking space. Well managed condo association with reasonable fee. Walking distance to commuter rail, Starbucks, Trader Joe’s, restaurants, shopping and so much more! Convenient commuter location. Come see for yourself!","",,"AN4888","AN6527","CT003906","TEAM0315","Norfolk","AN1946","Hillside Ave",210,0,"Wall AC",,,,,"Forced Air",0,1,,1,0,0,,,"Brick","SLD",11/22/2022 10:44:00 AM,"Pending P&S",3750.00,"2022",,,,280500,,,,8/18/2022 9:30:00 AM,,,"Cable Available, Internet Available - Unknown",,,"08/18/2022","10/20/2022","10/07/2022","10/22/2022"
"326 Hunnewell St U:326","Needham, MA : Needham Heights","02494",,4,"3f 0h",1299000.00,"12/01/2022",2606,,,2019,"CC",,,,37,1299000.00,498.47,,,"This flawless 2019 construction townhouse with an expansive yard, is the Needham gem you’ve been waiting for! Upon entrance, light floods the hallway from the sun splashed white kitchen ahead. Kitchen features an open layout, granite counters, a peninsula perfect for entertaining, white cabinets, pantry, charcoal appliances and a gas range that is sure to excite any home chef. Sliders open to a fenced in yard that wraps around the property with lush grass and a patio for all your family gatherings. The adjacent living room has a gas fireplace, tray ceiling, and multiple large windows. Upstairs you will find three more bedrooms including a primary suite with a custom double vanity bathroom and large walk in closet. The 3rd floor has additional finished flex space that can be used as a playroom, or extra bedroom.There is also a large unfinished basement perfect for storage.Tons of potential! Garage space for one car, as well as 2 extra deeded spaces complete this truly exceptional home!","Please park on Hunnewell or Andrea Circle for Open Houses.",,"AN2627","BB3298","CN239067","CN232996","Norfolk","NB5077","Hunnewell St",326,0,"Central Air",,,,,"Forced Air, Gas",1,3,,2,0,0,,,"Frame","SLD",12/1/2022 5:24:00 PM,,12891.00,"2022",,,,964200,,,,9/13/2022 6:38:00 PM,,,"Central Vacuum, Security System, Cable Available, Walk-up Attic, Internet Available - Broadband",,,"09/13/2022","10/20/2022","10/20/2022",
"20 School street U:2","Newton, MA : Newton Corner","02458",,2,"1f 1h",500000.00,"11/28/2022",983,,2625.00,1890,"CC",,,,31,499000.00,508.65,,,"Great Single Family Alternative .....At the end of this quiet dead end street in lovely Newton Corner you will find this privately situated 2 bedroom, 1 1/2 bath Duplex Condominium. On the first floor, a spacious, open concept kitchen with newly updated cabinets ,quartz countertops with plenty of room for dining with family and friends. The large windowed living room is perfect for relaxing or for those special movie nights. The update 1/2 bath completes this first floor. On the second floor, you will find two spacious bedrooms and a full bath. The lower level offers a bonus room, perfect for a  playroom, gym or study . Only minutes from Newton Corner, Nonantum Village, Watertown Square, Charles River greenway, Brigham and Women's at Newton Corner, MBTA Express Bus to Boston, Mass Pike, Rt 128 and more...Truly a Commuter's Dream!","*** Please direct all inquiries & offers to Lisa Garrity at lisa.garrity@nemoves.com. Please allow 24 hours for response. Submit any offers with all documents in one pdf. *Showings begin at Open House on Saturday from 2-3:30 pm.",,"AN6194","AN6181","TM345687","TM336529","Middlesex","AN6239","School street",20,1,"Window AC",,,,,"Hot Water Radiators, Gas",0,2,,2,0,0,,,,"SLD",11/28/2022 8:18:00 PM,"Pending P&S",4176.44,"2022",,,,397000,,,,10/8/2022 9:01:00 AM,,,"Cable Available",,,"10/06/2022","11/06/2022","10/24/2022","11/10/2022"
