page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,8153,23692-288,,02-04-2021 10:00:39a,SPRINGFIELD,77 GILLETTE AVE,"175,000.00",GILLETTE AVE,0
,,8289,23693-112,,02-04-2021 1:54:21p,AGAWAM,53 CORONET CIR,"518,000.00",CORONET CIR,7
,,8285,23693-73,,02-04-2021 1:51:14p,WESTFIELD,60 GARY DR,1.00,GARY DR,4
,,8275,23693-43,,02-04-2021 1:06:07p,SPRINGFIELD,116-120 LONGHILL ST UNIT 7A,"55,000.00",UNIT 7A,2
,,8270,23693-36,,02-04-2021 12:58:33p,LUDLOW,312 ALDEN ST,"100,000.00",ALDEN ST,4
,,8268,23693-33,,02-04-2021 12:48:42p,SPRINGFIELD,44 LELAND DR,"265,000.00",ELAND DR,2
,,8262,23693-4,,02-04-2021 12:32:51p,SOUTHWICK,47 LEXINGTON CIR,"518,000.00",LEXINGTON CIR,4
,,8307,23693-215,,02-04-2021 2:13:51p,SOUTHWICK,47 LEXINGTON CIR,"217,000.00",,4
,,8305,23693-212,,02-04-2021 2:11:17p,HOLYOKE,2 ARBOR WAY,"85,000.00",UNIT 2¢,2
,,8302,23693-194,,02-04-2021 2:10:51p,HOLYOKE,1736 NORTHAMPTON ST,"245,000.00",ORTHAMPTON ST,4
,,8299,23693-166,,02-04-2021 2:07:50p,SPRINGFIELD,22 SEWELL ST,"160,000.00",SEWELL ST,3
,,8296,23693-138,,02-04-2021 2:03:37p,WEST SPRINGFIELD,112 WOLCOTT AVE,"85,000.00",WOLCOTT AVE,3
,,8296,23693-138,,02-04-2021 2:03:37p,WEST SPRINGFIELD,668-670 MAIN ST,"217,000.00",MAIN ST,2
,,8396,23693-578,,02-05-2021 9:52:16a,WEST SPRINGFIELD,131-155 RIVER ST,,,1
,,8394,23693-573,,02-05-2021 9:48:15a,AGAWAM,238 MAPLE ST,,,1
,,8388,23693-552,,02-05-2021 9:40:11a,HOLYOKE,103 SOUTH ST,"74,000.00",SOUTH ST,2
,,8385,23693-547,,02-05-2021 9:34:04a,MONSON,LAKESHORE DR,"74,000.00",LAKESHORE DR,6
,,8372,23693-494,23579-249,02-05-2021 8:57:10a,WEST SPRINGFIELD,441 DEWEY ST,"4,000,000.00",DEWEY ST,3
,,8364,23693-440,23579-254,02-05-2021 8:50:46a,HOLYOKE,85 NORWOOD TERR,"5,250,000.00",NORWOOD TERR,2
,,8434,23694-87,,02-05-2021 10:54:46a,HOLYOKE,70 LONGWOOD AVE,,LONGWOOD AVE,6
,,8433,23694-84,01080-0267,02-05-2021 10:49:59a,CHICOPEE,WEST ST,"130,000.00",WEST ST,3
,,8431,23694-78,,02-05-2021 10:45:19a,AGAWAM,183 PINEVIEW CIR,1.00,PINEVIEW CIR,5
,,8414,23694-25,,02-05-2021 10:09:32a,BRIMFIELD,162 WASHINGTON RD,1.00,WASHINGTON RD,4
,,8409,23694-8,,02-05-2021 10:03:57a,LUDLOW,283 CHAPIN ST,,CHAPIN ST,0
,,8491,23694-317,,02-05-2021 11:49:42a,SPRINGFIELD,138 GROVELAND ST,,GROVELAND ST,5
,,8484,23694-246,,02-05-2021 11:43:01a,TOLLAND,101 EAST OTIS RD,"228,000.00",EAST OTIS RD,3
,,8476,23694-198,,02-05-2021 11:30:29a,TOLLAND,COLEBROOK RIVER RD,"20,000.00",COLEBROOK RIVER RD,3
,,8474,23694-183,,02-05-2021 11:25:45a,WESTFIELD,50 SACKETT RD,"260,000.00",SACKETT RD,3
,,8438,23694-107,,02-05-2021 11:01:51a,SPRINGFIELD,72-74 FOREST PARK AVE,"228,000.00",FOREST PARK AVE,2
,,8435,23694-90,,02-05-2021 11:00:56a,WILBRAHAM,1 PEARL DR,,PEARL DR,1
,,8525,23694-466,,02-05-2021 12:30:37p,WILBRAHAM,4 OAK RIDGE DR,1.00,OAK RIDGE DR,5
,,8520,23694-442,,02-05-2021 12:27:36p,LONGMEADOW,1023 CONVERSE ST,"276,000.00",CONVERSE ST,4
,,8514,23694-409,,02-05-2021 12:20:20p,PALMER,MAIN ST,"255,000.00",MAT ST,3
,,8510,23694-390,,02-05-2021 12:17:08p,CHICOPEE,48 RIMMON AVE,"260,000.00",RIMMON AVE,3
,,8501,23694-354,,02-05-2021 12:06:32p,WILBRAHAM,555V RIDGE RD,,RIDGE RD,3
,,8496,23694-334,,02-05-2021 11:57:23a,CHICOPEE,67 MANDALAY RD,"330,000.00",MANDALAY RD,4
,,8556,23694-593,,02-05-2021 1:13:44p,CHICOPEE,67 MANDALAY RD,"220,000.00",,4
,,8544,23694-564,,02-05-2021 12:56:36p,LONGMEADOW,24 ROSELAND TERR,"308,111.00",ROSELAND TERR,2
,,8540,23694-547,,02-05-2021 12:56:07p,AGAWAM,17 DUCLOS DR,"322,000.00",DUCLOS DR,3
,,8534,23694-528,,02-05-2021 12:49:46p,AGAWAM,41 MONROE ST,"300,000.00",MONROE ST,2
,,8530,23694-509,,02-05-2021 12:34:42p,AGAWAM,28 DOANE AVE,"216,000.00",DOANE AVE,3
,,8556,23694-593,,02-05-2021 1:13:44p,AGAWAM,28-30 ORLANDO ST,"220,000.00",ORLANDO ST,5
,,8585,23695-114,,02-05-2021 2:09:48p,MONSON,18 PALMER RD UNIT 4,"172,000.00",,2
,,8583,23695-110,,02-05-2021 2:08:38p,CHICOPEE,100 SAINT JAMES AVE,"223,000.00",SAINT JAMES AVE,5
,,8577,23695-86,,02-05-2021 1:44:15p,CHICOPEE,61 ABBEY MEMORIAL DR UNIT 179,"160,000.00",UNIT 179 UNIT 37,2
,,8573,23695-63,,02-05-2021 1:44:11p,AGAWAM,91 LIBERTY ST,"275,000.00",LIBERTY ST,2
,,8567,23695-34,,02-05-2021 1:38:20p,SPRINGFIELD,8 PUTNAM ST,"165,000.00",PUTNAM ST,1
,,8565,23695-30,,02-05-2021 1:33:34p,CHICOPEE,725 CHICOPEE ST,"172,000.00",CHICOPEE ST,2
,,8625,23695-320,23614-189,02-05-2021 2:44:21p,SPRINGFIELD,142-144 PUTNAM CIR,"80,000.00",PUTNAM CIR,3
,,8623,23695-303,,02-05-2021 2:41:28p,CHICOPEE,6 LOMBARD ST,"260,000.00",LOMBARD ST,6
,,8617,23695-276,,02-05-2021 2:32:40p,SPRINGFIELD,42 TERRENCE ST,"116,500.00",TERRENCE ST,3
,,8611,23695-239,,02-05-2021 2:28:29p,HOLYOKE,MAPLECREST CIR UNIT 16C,"149,900.00",UNIT 16C,3
,,8596,23695-169,,02-05-2021 2:18:17p,WESTFIELD,282 MONTGOMERY RD,"115,000.00",MONTGOMERY RD,2
,,8591,23695-152,,02-05-2021 2:16:04p,TOLLAND,306 RIVERS RD,"80,000.00",,1
,,8661,23695-449,,02-05-2021 3:35:46p,LUDLOW,55 MANOR LA,"330,000.00",MANOR LA,5
,,8650,23695-409,,02-05-2021 3:18:00p,SPRINGFIELD,121-123 JEFFERSON AVE,"205,000.00",JEFFERSON AVE,4
,,8646,23695-403,,02-05-2021 3:15:47p,CHICOPEE,37 GREENLEAF ST,"207,000.00",GREENLEAF ST,2
,,8640,23695-382,,02-05-2021 3:13:48p,CHICOPEE,90 MCKINSTRY AVE UNIT 114,"87,000.00",UNIT 114,4
,,8636,23695-362,,02-05-2021 3:04:31p,CHICOPEE,542-544 BROADWAY ST,"275,000.00",BROADWAY ST,3
,,8628,23695-326,,02-05-2021 2:47:22p,SPRINGFIELD,73 CANTON ST,"142,000.00",CANTON ST,2
,,8664,23695-469,,02-05-2021 3:38:45p,SPRINGFIELD,73 CANTON ST,"99,800.00",,2
,,8664,23695-469,,02-05-2021 3:38:45p,SPRINGFIELD,47 WILCOX ST,"99,800.00",WILCOX ST,7
,,8797,23696-523,,02-08-2021 11:23:15a,SPRINGFIELD,279-287 MAIN ST,"462,675.00",MAIN ST,2
,,8796,23696-520,,02-08-2021 11:23:15a,BLANDFORD,103 NORTH BLANDFORD RD,"183,302.00",NORTH BLANDFORD RD,1
,,8787,23696-455,,02-08-2021 11:03:52a,LONGMEADOW,145 FRANKLIN RD,,FRANKLIN RD,2
,,8767,23696-350,,02-08-2021 10:36:07a,WESTFIELD,71 MILL ST,,MILL ST,3
,,8754,23696-270,,02-08-2021 9:46:24a,LONGMEADOW,245 CAPTAI RD,"183,302.00",CAPTAIN RD,3
,,8750,23696-241,,02-08-2021 9:34:06a,SPRINGFIELD,125 PINECREST DR,"462,675.00",PINECREST DR,3
,,8873,23697-242,,02-08-2021 12:39:18p,SPRINGFIELD,111 CORNELL ST,1.00,CORNELL ST,3
,,8858,23697-140,,02-08-2021 12:27:23p,WALES,15 HIDDEN ACRES,"60,000.00",HIDDEN ACRES,4
,,8841,23697-59,,02-08-2021 12:01:51p,WEST SPRINGFIELD,18 ALDERBROOK LA,1.00,ALDERBROOK LA,3
,,8838,23697-54,,02-08-2021 11:58:05a,HOLYOKE,1244 MAIN ST,"276,000.00",MAIN ST,2
,,8809,23696-576,,02-08-2021 11:30:02a,SPRINGFIELD,122 DREXEL ST,"205,000.00",DREXEL ST,3
,,8808,23696-574,,02-08-2021 11:29:17a,AGAWAM,105 S WESTFIELD ST,"230,500.00",SOUTH WESTFIELD ST,2
,,8906,23697-429,,02-08-2021 1:35:56p,SPRINGFIELD,25 KINGOKE LA,1.00,KINGOKE LA,5
,,8904,23697-425,,02-08-2021 1:33:03p,WESTFIELD,140 WYBEN RD,"133,000.00",WYBEN RD,4
,,8899,23697-365,,02-08-2021 1:28:10p,SPRINGFIELD,85 HAMPSHIRE ST,1.00,HAMPSHIRE ST,3
,,8893,23697-330,,02-08-2021 1:06:47p,HOLYOKE,19 W GLEN ST,"200,000.00",W GLEN ST,2
,,8885,23697-269,,02-08-2021 12:54:12p,SPRINGFIELD,27 SHERBROOKE ST,"133,000.00",SHERBROOKE ST,2
,,8876,23697-258,,02-08-2021 12:39:36p,MONSO,11 FENTON RD,1.00,FENTON RD,1
,,8932,23697-538,,02-08-2021 2:05:16p,WEST SPRINGFIELD,180 WOLCOTT AVE,"239,900.00",WOLCOTT AVE,6
,,8927,23697-506,,02-08-2021 2:01:17p,SPRINGFIELD,299 BELMONT AVE,1.00,BELMONT AVE,2
,,8920,23697-471,,02-08-2021 1:50:55p,SPRINGFIELD,15 HLDERT ST,"80,000.00",ELDERT ST,3
,,8917,23697-462,,02-08-2021 1:49:22p,WILBRAHAM,11 DELMOR CIR,"237,500.00",DELMOR CIR,4
,,8914,23697-457,,02-08-2021 1:43:51p,WEST SPRINGFIELD,82 GARDEN ST,"206,000.00",GARDEN ST,2
,,8913,23697-454,,02-08-2021 1:43:38p,WESTFIELD,46 ORANGE ST,"239,900.00",ORANGE ST,0
,,9048,23698-211,,02-08-2021 3:53:20p,LONGMEADOW,245 CAPTAI RD,1.00,CAPTAI RD,6
,,9038,23698-155,,02-08-2021 3:32:11p,LONGMEADOW,125 PINECREST DR,"168,000.00",PINECREST DR,3
,,9025,23698-118,,02-08-2021 3:04:23p,AGAWAM,10-12 RANDALL ST,1.00,RANDALL ST,6
,,8980,23698-25,,02-08-2021 2:43:56p,SPRINGFIELD,19 CARLTON ST,"168,000.00",CARLTON ST,3
,,8979,23698-22,,02-08-2021 2:43:56p,WEST SPRINGFIELD,160 GREAT PLAINS RD,1.00,GREAT PLAINS RD,3
,,9203,23699-430,,02-09-2021 12:31:14p,WESTFIELD,TIMBERSWAMP RD,1.00,TIMBERSWAMP RD,4
,,9198,23699-404,,02-09-2021 12:18:21p,SOUTHWICK,120 NORTH LAKE AVE,"234,000.00","GRIFFIN RD,NORTH LAKE AVE",3
,,9189,23699-371,,02-09-2021 12:08:59p,SPRINGFIELD,85-87 WEST ALVORD ST,"175,000.00",WEST ALVORD ST,2
,,9166,23699-218,,02-09-2021 11:02:33a,CHICOPEE,8 PLEASANTVIEW AVE,"230,000.00",PLEASANTVIEW AVE,2
,,9150,23699-164,,02-09-2021 10:30:22a,SPRINGFIELD,93-95 EDGEWOOD ST,,EDGEWOOD ST,3
,,9147,23699-142,,02-09-2021 10:22:05a,CHICOPEE,740 JAMES ST,"100,000.00",JAMES ST,0
,,9246,23700-7,,02-09-2021 1:21:53p,PALMER,103 A&B SOUTH HIGH ST,"287,600.00",SOUTH HIGH ST,6
,,9226,23699-528,,02-09-2021 1:05:45p,WEST SPRINGFIELD,19 MAPLE TERR,"385,000.00",MAPLE TERR,3
,,9220,23699-497,,02-09-2021 12:51:08p,PALMER,58 WATER ST,"60,000.00",WATER ST,5
,,9212,23699-473,,02-09-2021 12:39:11p,PALMER,17 OLD FARM RD,"385,000.00",OLD FARM RD,5
,,9207,23699-448,,02-09-2021 12:32:57p,WILBRAHAM,843 MAIN ST,"262,500.00",MAIN ST,2
,,9291,23700-323,,02-09-2021 3:17:44p,SPRINGFIELD,28 CLARENDON ST,"102,000.00",CLARENDON ST,6
,,9287,23700-311,,02-09-2021 3:17:23p,CHICOPEE,12 SOBIESKI ST,,SOBIESKI ST,3
,,9267,23700-187,,02-09-2021 2:00:03p,SPRINGFIELD,92 BEAUMONT ST,1.00,BEAUMONT ST,3
,,9260,23700-114,,02-09-2021 1:46:49p,SPRINGFIELD,19 HOOD ST,"223,000.00",HOOD ST,5
,,9297,23700-360,,02-09-2021 3:38:46p,SPRINGFIELD,379 CENTRAL ST,"140,000.00",CENTRAL ST,3
,,9293,23700-327,,02-09-2021 3:38:38p,CHICOPEE,101 FAIRVIEW AVE,"220,000.00",FAIRVIEW AVE,3
,,9419,23701-338,,02-10-2021 11:12:59a,SPRINGFIELD,41-43 QUEBEC ST,"225,000.00",,3
,,9415,23701-319,,02-10-2021 11:11:22a,RUSSELL,HUNTINGTON RD,100.00,HUNTINGTON RD,4
,,9382,23701-160,,02-10-2021 10:28:20a,LONGMEADOW,37 CAPTAIN RD,"375,000.00",CAPTAIN RD,3
,,9379,23701-135,,02-10-2021 10:22:44a,BAST LONGMEADOW,139 ALLEN ST,"375,000.00",ALLEN ST,3
,,9374,23701-118,,02-10-2021 9:53:24a,SPRINGFIELD,143 MARION ST,"215,000.00",MARION ST,2
,,9369,23701-111,12565-216,02-10-2021 9:42:39a,SPRINGFIELD,147 SUNRIDGE DR,"225,000.00",SUNRIDGE DR,2
,,9489,23702-129,,02-10-2021 1:37:59p,LONGMEADOW,142 WILLIAMSBURG DR,1.00,WILLIAMSBURG DR,4
,,9471,23701-598,,02-10-2021 1:09:58p,AGAWAM,16 NORRIS ST,"240,000.00",ORRIS ST,3
,,9467,23701-558,,02-10-2021 12:53:44p,SPRINGFIELD,SUPERIOR AVE,"38,500.00",SUPERIOR AVE,3
,,9458,23701-526,,02-10-2021 12:43:58p,PALMER,WILBRAHAM ST,"535,000.00",WILBRAHAM ST,2
,,9440,23701-456,,02-10-2021 11:57:55a,SPRINGFIELD,38-30 LANGDON ST,"240,000.00",LANGDON ST,3
,,9434,23701-429,,02-10-2021 11:38:59a,WILBRAHAM,15 BRENTWOOD DR,1.00,BRENTWOOD DR,3
,,9565,23702-425,,02-10-2021 3:20:11p,SPRINGFIELD,127 DAYTON ST,,DAYTON ST,4
,,9562,23702-417,,02-10-2021 3:19:50p,SPRINGFIELD,210 PEEKSVILLE AVE,"260,000.00",PEEKSVILLE AVE,3
,,9550,23702-393,,02-10-2021 3:04:48p,PALMER,1570-1572 NORTH MAIN ST,"161,000.00",NORTH MAIN ST,2
,,9532,23702-322,,02-10-2021 2:39:10p,BAST LONGMEADOW,BALDWIN ST,"1,500,000.00","BALDWIN ST,GLENDALE RD &0O",2
,,9516,23702-197,,02-10-2021 2:24:08p,SPRINGFIELD,25 WEST CANTON CIR,"260,000.00",WEST CANTON CIR,4
,,9490,23702-131,,02-10-2021 1:40:00p,,,,PIPER RD,4
,,9583,23702-492,,02-10-2021 3:54:27p,WEST SPRINGFIELD,89 EDGEWOOD RD,"460,000.00",EDGEWOOD RD,8
,,9573,23702-464,,02-10-2021 3:41:25p,SPRINGFIELD,57 FREMONT ST,"100,000.00",FREMONT ST,3
,,9568,23702-430,,02-10-2021 3:26:26p,SPRINGFIELD,80 HOWES ST,"179,900.00",HOWES ST,4
,,9686,23704-113,,02-11-2021 10:32:34a,SPRINGFIELD,459-461 ARMORY ST,"174,900.00",ARMORY ST,2
,,9684,23704-109,,02-11-2021 10:32:34a,SPRINGFIELD,218-220 WHITE ST,"7,500.00",WHITE ST,5
,,9681,23704-98,,02-11-2021 10:22:58a,HAMPDE,449 NORTH RD,1.00,NORTH RD,3
,,9679,23704-93,,02-11-2021 10:09:53a,PALMER,125 SHEARER ST,1.00,SHEARER ST,2
,,9675,23704-87,,02-11-2021 9:58:16a,SPRINGFIELD,123-125 MULBERRY ST,"7,500.00",MULBERRY ST,3
,,9667,23704-38,,02-11-2021 9:51:57a,SPRINGFIELD,123-125 MULBERRY ST,"300,000.00",MULBERRY ST,3
,,9713,23704-219,,02-11-2021 11:21:08a,BAST LONGMEADOW,8 HAMPDEN RD,,HAMPDEN RD,8
,,9701,23704-170,,02-11-2021 11:03:39a,SPRINGFIELD,762 GRAYSON DR,"190,400.00",GRAYSON DR,4
,,9698,23704-165,,02-11-2021 10:52:13a,WILBRAHAM,935 MAIN ST,1.00,MAT ST,5
,,9694,23704-147,,02-11-2021 10:42:06a,SPRINGFIELD,371 SUNRISE TERR,1.00,SUNRISE THRR,3
,,9691,23704-141,,02-11-2021 10:36:59a,LONGMEADOW,52 OAKWOOD DR,,OAKWOOD DR,2
,,9791,23704-499,,02-11-2021 1:38:23p,EAST LONGMEADOW,124 PINEHURST DR,,UNIT 124,4
,,9780,23704-465,,02-11-2021 1:15:20p,WESTFIELD,260 SAUNDER ST,1.00,RONDEAU RD,8
,,9751,23704-318,,02-11-2021 12:12:20p,WEST SPRINGFIELD,201 PARK AVE,10.00,PARK AVE,2
,,9745,23704-288,,02-11-2021 12:00:50p,HOLYOKE,MAPLE CREST DR UNIT 201,"149,000.00",UNIT 201,2
,,9819,23704-590,,02-11-2021 2:16:22p,SPRINGFIELD,48 DRIFTWOOD RD,"226,000.00",,2
,,9810,23704-564,,02-11-2021 2:04:29p,SPRINGFIELD,8A FLORENCE ST,"12,000.00",FLORENCE ST,2
,,9806,23704-555,,02-11-2021 2:00:00p,SPRINGFIELD,PINE ST,1.00,PINE ST,3
,,9804,23704-550,,02-11-2021 1:58:08p,SPRINGFIELD,PINE ST,1.00,PINE ST,3
,,9803,23704-547,,02-11-2021 1:56:34p,AGAWAM,9 WAGON WHEEL DR,1.00,WAGON WHEEL DR,6
,,9803,23704-547,,02-11-2021 1:56:34p,WESTFIELD,107 TANNERY RD,"226,000.00",TANNERY RD,3
,,9852,23705-117,,02-11-2021 3:05:13p,SPRINGFIELD,19 MILFORD ST,1.00,MILFORD ST,5
,,9842,23705-90,,02-11-2021 2:44:49p,SPRINGFIELD,104 ALDEN ST,"167,000.00",ALDEN ST,2
,,9840,23705-86,,02-11-2021 2:41:31p,AGAWAM,5 RED OAKS CIR,"340,000.00",RED OAKS CIR,2
,,9838,23705-68,,02-11-2021 2:37:57p,WESTFIELD,17 LEONARD AVE,1.00,LEONARD AVE,2
,,9826,23705-23,,02-11-2021 2:25:44p,WEST SPRINGFIELD,86 SIKES AVE,"167,000.00",SIKES AVE,3
,,9822,23705-3,,02-11-2021 2:17:02p,CHICOPEE,311 MONTGOMERY ST,"180,000.00",MONTGOMERY ST,3
,,9907,23705-306,,02-11-2021 4:00:36p,SPRINGFIELD,7-9 BRANDON AVE,10.00,BRANDON AVE,4
,,9901,23705-283,,02-11-2021 3:59:23p,AGAWAM,227 REGENCY PARK,"87,000.00",UNIT 227,7
,,9895,23705-272,,02-11-2021 3:52:03p,WESTFIELD,160 SUSAN DR,"291,000.00",SUSAN DR,4
,,9887,23705-245,,02-11-2021 3:47:37p,SOUTHWICK,21 STERRETT DR,"350,000.00",STERRETT DR,3
,,10004,23706-23,,02-12-2021 10:17:03a,SPRINGFIELD,70 SHERMAN ST,"233,600.00",SHERMAN ST,2
,,9999,23706-1,,02-12-2021 9:57:29a,HOLYOKE,224 PINE ST,1.00,PINE ST,1
,,9991,23705-579,,02-12-2021 9:43:06a,LUDLOW,SUNSET RIDGE,"190,000.00",SUNSET RIDGE,3
,,9972,23705-517,,02-12-2021 9:18:14a,CHICOPEE,405 CHICOPEE ST,"110,000.00",CHICOPEE ST,3
,,9968,23705-492,,02-12-2021 9:16:57a,WESTFIELD,242 WEST RD,1.00,WEST RD,3
,,9948,23705-402,,02-12-2021 8:57:55a,BAST LONGMEADOW,45 SCANTIC DR,"246,000.00",SCANTIC DR,5
,,10058,23706-245,,02-12-2021 11:18:03a,SPRINGFIELD,41 MAYFLOWER RD,,MAYFLOWER RD,2
,,10052,23706-220,,02-12-2021 11:14:23a,SOUTHWICK,14 SHEEP PASTURE RD,"95,000.00",SHEEP PASTURE RD,3
,,10048,23706-212,,02-12-2021 11:09:51a,AGAWAM,131 COREY COLONIAL UNIT 131,"160,000.00",UNIT 131,2
,,10046,23706-208,,02-12-2021 11:06:17a,LUDLOW,MARIAS WAY,"125,000.00",MARIAS WAY,2
,,10041,23706-184,,02-12-2021 11:01:38a,LONGMEADOW,58 SHADY SIDE DR,"527,500.00",SHADY SIDE DR,3
,,10018,23706-110,,02-12-2021 10:32:13a,AGAWAM,61 COREY COLONIAL,"95,000.00",UNIT 61,3
,,10078,23706-344,,02-12-2021 11:41:43a,WEST SPRINGFIELD,30 RAVENWOOD LA,"230,000.00",,4
,,10076,23706-340,,02-12-2021 11:39:20a,LUDLOW,48 HUBBARD ST,"418,000.00",HUBBARD ST,5
,,10074,23706-336,,02-12-2021 11:28:32a,SPRINGFIELD,174 ALLEN ST,"75,000.00",ALLEN ST,2
,,10068,23706-304,,02-12-2021 11:25:09a,WEST SPRINGFIELD,YORK ST,"100,000.00",YORK ST,3
,,10061,23706-266,,02-12-2021 11:21:49a,SPRINGFIELD,282 GILBERT AVE,"418,000.00",GILBERT AVE,3
,,10061,23706-266,,02-12-2021 11:21:49a,SPRINGFIELD,68 CHEYENNE RD,"230,000.00",CHEYENNE RD,2
,,10120,23706-536,,02-12-2021 12:18:39p,HOLYOKE,17-19 PARKER ST,"275,000.00",PARKER ST,2
,,10109,23706-496,,02-12-2021 12:06:50p,WILBRAHAM,312 STONY HILL RD,100.00,STONY HILL RD,6
,,10103,23706-456,,02-12-2021 11:54:58a,WEST SPRINGFIELD,55 FOX ST,"127,500.00",FOX ST,2
,,10098,23706-446,,02-12-2021 11:52:11a,AGAWAM,15 LEONARD ST,1.00,LKONARD ST,4
,,10086,23706-379,,02-12-2021 11:43:39a,CHICOPEE,61 CLAIRE ST,"220,000.00",CLAIRE ST,3
,,10082,23706-372,,02-12-2021 11:42:55a,CHICOPEE,75 GREENPOINT CIR,"240,000.00",GREENPOINT CIR,0
,,10186,23707-300,,02-12-2021 1:12:55p,WEST SPRINGFIELD,89 PHEASANTS CROSSING,10.00,PHEASANTS CROSSING,5
,,10184,23707-287,,02-12-2021 1:07:11p,SPRINGFIELD,18-20 BATAVIA ST,"180,000.00",BATAVIA ST,3
,,10175,23707-264,,02-12-2021 12:59:36p,CHICOPEE,47 CONRAD ST,"231,500.00",CONRAD ST,3
,,10165,23707-200,,02-12-2021 12:54:02p,CHICOPEE,385-387 SPRINGFIELD ST,"218,000.00",SPRINGFIELD ST,8
,,10162,23707-195,,02-12-2021 12:51:44p,CHICOPEE,104 DEANE ST,"485,000.00",DEANE ST,3
,,10225,23707-429,,02-12-2021 1:51:37p,SPRINGFIELD,211 AMBROSE ST,"200,000.00",AMBROSE ST,2
,,10218,23707-406,,02-12-2021 1:43:20p,CHICOPEE,50 FREDETTE ST,"119,000.00",UNIT I-6,8
,,10214,23707-386,,02-12-2021 1:38:12p,HOLYOKE,2060-2062 NORTHAMPTON ST,"216,000.00",ORTHAMPTON ST,1
,,10209,23707-367,,02-12-2021 1:35:19p,SPRINGFIELD,992 BERKSHIRE AVE,"205,000.00",BERKSHIRE AVE,4
,,10206,23707-361,,02-12-2021 1:29:02p,MONSON,28 BETHANY RD,"170,000.00",BETHANY RD,2
,,10262,23707-546,,02-12-2021 2:21:56p,SPRINGFIELD,121 LACONIA ST,"325,000.00",LACONIA ST,6
,,10260,23707-542,,02-12-2021 2:20:20p,WESTFIELD,15 W SILVER ST,"370,000.00",W SILVER ST,4
,,10247,23707-505,,02-12-2021 2:16:40p,WEST SPRINGFIELD,231 RIVER ST,"165,000.00",RIVER ST,6
,,10239,23707-480,,02-12-2021 2:06:07p,LUDLOW,177 OVERLOOK DR,"370,000.00",OVERLOOK DR,4
,,10235,23707-447,,02-12-2021 1:58:28p,LUDLOW,8 AUTUMN RIDGE RD,"532,000.00",AUTUMN RIDGE RD,0
,,10318,23708-164,,02-12-2021 2:54:58p,LUDLOW,73 RIDGEVIEW CIR,"187,000.00",RIDGEVIEW CIR,6
,,10303,23708-130,,02-12-2021 2:52:08p,MONSO,MUNN RD,"212,000.00",MU RD,5
,,10292,23708-99,,02-12-2021 2:45:52p,SPRINGFIELD,50 BEAUREGARD ST,"250,000.00",BEAUREGARD ST,2
,,10288,23708-73,,02-12-2021 2:44:24p,ESTFIELD,100 MEADOW ST,"173,999.00",MEADOW ST,3
,,10272,23708-2,,02-12-2021 2:28:16p,SPRINGFIELD,139 ABBOTT ST,"95,000.00",ABBOTT ST,2
,,10268,23707-583,,02-12-2021 2:25:56p,SPRINGFIELD,153 ELLSWORTH AVE,"200,000.00",ELLSWORTH AVE,0
,,10363,23708-324,,02-12-2021 3:34:22p,SPRINGFIELD,393 NASSAU DR UNIT 393,"169,000.00",UNIT 393,7
,,10354,23708-286,,02-12-2021 3:26:41p,HOLYOKE,430 ROCK VALLEY RD,"200,000.00",ROCK VALLEY RD,3
,,10385,23708-381,,02-12-2021 3:57:02p,,,"188,000.00",FAIR OAK RD,7
,,10364,23708-327,,02-12-2021 3:36:58p,SPRINGFIELD,50 MONTCLAIR ST,,MONTCLAIR ST,3
,,10496,23709-456,23128-245,02-16-2021 10:20:55a,SOUTHWICK,21 ED HOLCOMB RD,1.00,ED HOLCOMB RD,4
,,10489,23709-411,,02-16-2021 9:54:25a,SPRINGFIELD,97 FRANCIS ST,"221,000.00",FRANCIS ST,5
,,10483,23709-382,,02-16-2021 9:46:55a,HAST LONGMEADOW,211 MAPLE ST,"200,000.00",MAPLE ST,1
,,10431,23709-1,,02-16-2021 9:08:16a,SPRINGFIELD,905-909 SUMNER AVE,10.00,SUMNER AVE,3
,,10416,23708-510,,02-16-2021 8:48:44a,SPRINGFIELD,79 ELOISE ST,"150,000.00",ELOISE ST,5
,,10521,23709-581,,02-16-2021 11:26:46a,WESTFIELD,89 ELM ST,,,2
,,10515,23709-574,,02-16-2021 11:10:41a,WEST SPRINGFIELD,AGAWAM AVE,10.00,AGAWAM AVE,3
,,10511,23709-555,,02-16-2021 11:09:13a,WESTFIELD,8 LINCOLN ST,"272,500.00",LINCOLN ST,3
,,10502,23709-505,,02-16-2021 10:50:20a,WESTFIELD,10 MAIN ST,"495,000.00",MAIN ST,2
,,10500,23709-501,,02-16-2021 10:49:33a,SPRINGFIELD,19 BERKELEY ST,100.00,BERKELEY ST,7
,,10500,23709-501,,02-16-2021 10:49:33a,SPRINGFIELD,206 WHITE ST,10.00,WHITE ST,3
,,10537,23710-62,,02-16-2021 11:53:50a,SPRINGFIELD,144 LAMONT ST,"190,000.00",LAMONT ST,7
,,10536,23710-59,,02-16-2021 11:53:50a,CHICOPEE,130 JEAN CIR,1.00,JEAN CIR,4
,,10535,23710-56,,02-16-2021 11:53:50a,LUDLOW,190 CHURCH ST,1.00,CHURCH ST,3
